type,cat,title,author,pub_date,tags,volume
아티클,조직,격려도 잘하고 쪼는 것도 잘하는 동료가 진짜 지원군이 된다,강유경,2025-11-21,지원군#건설적지원#심리적안전감#신충헌#피드백문화#스트릿우먼파이터#팀워크#압박과격려#팀응집력#리더십관계,11 min read
영상,조직,"조직의 공기는 질투로 데워지고, 질투로 식는다",미라클레터,2025-11-21,#동기부여#조직관리# 감정관리#자기인식#감정지능,
영상,경영,리더를 위한 경제 상식 : 돈의 흐름을 알면 경제가 보인다!,김정인,2025-11-20,#시장#경제 환경#경제 흐름#시장이해력#비즈니스사고,
아티클,성과,어떻게 지속할까 : 글쓰기를 지속하게 만드는 시스템 만들기,김재성,2025-11-20,함께 글쓰기#꾸준함#작은 목표#리더십 자유 글쓰기#TPO#####,10 min read
영상,관계,“사람이 안 모여요?” 커뮤니티 리더십으로 해결하는 법,이소영,2025-11-19,#커뮤니케이션#애자일 조직#성장 마인드셋#네트워크 구축#조직문화 구축,
아티클,생각,파랑새 증후군에서 벗어나기,김희봉,2025-11-19,파랑새증후군#내적귀인#매너리즘#######,8 min read
아티클,조직,게으름이 아니라 보어아웃일지도 모릅니다,하수미,2025-11-18,번아웃#보어아웃#잡 크래프팅#######,10 min read
영상,인문,글을 쓰기도 전에 팔 수 있는 가장 쉬운 방법,제갈현열,2025-11-18,#보고서작성#커뮤니케이션# 목적중심#전략적글쓰기#비즈니스글쓰기,
영상,생각,"[리더십라디오] 일을 다 하면 망합니다, 팀장은 '이걸' 해야 합니다",김문경,2025-11-17,#신임팀장#R&R매트릭스#업무위임#역할설계#리더십루틴,
아티클,성과,[AI몬데이] 리더의 직관과 AI 분석을 결합한 의사결정 방법,김세나,2025-11-17,데이터리더십#AI분석#직관과데이터#가설검증#고객이탈#핵심지표#Gemini#NotebookLM#의사결정#비즈니스인사이트,6 min read
영상,성과,공정한 평가를 위한 Dos & Don’ts List,최현진,2025-11-14,#조직문화구축#성과평가#목표설정#구성원몰입#평가자 마인드,
아티클,생각,유대인의 수평 문화에서 배우는 창의적 리더십,임재성,2025-11-14,수평문화#논쟁조직#후츠파정신#######,10 min read
영상,인문,"감각을 자극하라, 감정을 설계하라",홍순철,2025-11-13,#의사결정#마케팅전략#콘셉트# 리스크관리#확률사고,
아티클,생각,말보다 원칙에서 시작하는 커뮤니케이션,김진영,2025-11-13,원칙 기반 커뮤니케이션#의사소통#팀 그라운드 룰#######,8 min read
아티클,관계,"“팀장님, 오늘 잠시 뵐 수 있을까요?”",권민정,2025-11-12,이직면담#퇴사관리#리더의센싱#######,8 min read
영상,성과,“너나 잘하세요~” 되면 절대 안 되는 이유,윤미애,2025-11-12,#동기부여#리더역할# 솔선수범# 문제해결능력#업무분배,
영상,생각,"[다시 쓰는 리력서] 처음엔 몰랐어요, 팀장의 일은 사실 OO이 전부라는 걸..｜서현직 리더가 깨달은 것은?",서현직,2025-11-11,# 스타트업#자기성찰# 팀빌딩#언러닝# 마이크로매니징,
아티클,경영,"알렉스 카프, 민주주의 수호자인가 빅브라더인가?",홍성용,2025-11-11,프랑크푸르트학파 비판이론#팔란티어 창업#빅데이터·인공지능(AI) 솔루션#고담(Gotham)#파운드리#팔란티리안(Palantirian)#빅브라더 기업###,13 min read
영상,생각,"[AI몬데이] 하루 5분, 리더십을 AI로 리셋하기",프롬프트 크리에이터,2025-11-10,#학습조직#마이크로러닝#조직문화 구축# AI활용#정보과잉대응,
아티클,관계,상처받지 않으면서 좋은 관계를 유지하는 법,천그루숲,2025-11-10,애착유형#관계패턴#대인관계심리#######,10 min read
영상,관계,함께 이룰 때 더 크게 이룬다,민은정,2025-11-07,#커뮤니케이션# 팀빌딩#조직문화 구축#브랜드 리더십#공동창조,
아티클,인문,조직을 갉아먹는 아홉 가지 좀벌레,도흥국,2025-11-07,제갈공명#《심서》#리더의 책임#######,11 min read
아티클,관계,냉소적 리더에게 ‘공유 리더십’을 처방한다,주경진,2025-11-06,냉소주의#사후확증편향#심리적 안정감#######,12 min read
영상,생각,"관리자의 무능, 피터의 법칙",권병희,2025-11-06,#창의적사고# 문제해결능력# 피터의 법칙#조직이해력#미래역량강화,
영상,관계,팀원들이 소극적인 게 아니라 조직이 안전하지 않아서일겁니다,이윤경,2025-11-05,#커뮤니케이션# 심리적 안전감# 세대이해#조직문화 구축#조직 소속감,
아티클,성과,성공하는 리더의 비결: 셀프 브랜딩과 셀프 리더십,김지은,2025-11-05,셀프 브랜딩#셀프 리더십#커리어 정체성#######,13 min read
아티클,조직,카리스마 뒤에 숨은 독성: 마키아벨리즘 리더십,박진우,2025-11-04,마키아벨리즘#카리스마리더십#심리적안전감#######,9 min read
영상,조직,성과형 vs 관계형 팀원! 맞춤으로 다뤄야 팀이 삽니다,이민영,2025-11-04,#조직관리#중간관리자#리더십전략#맞춤형리더십#팀원유형,
영상,생각,[리더십라디오] 회의 때마다 목소리가 떨리는 걸 팀원에게 들킨 것 같아요…😖😖😖｜신임 팀장의 진짜 고민,김문경,2025-11-03,#감정조절#피드백#일관성#자기인식#리더십 유형,
아티클,생각,[AI몬데이] 내 생각을 명확하게 정리해 주는 챗GPT 프롬프트,천그루숲,2025-11-03,생각정리#기획구조화#챗GPT활용법#######,11 min read
아티클,인문,보스형 리더십의 전형: 절제된 카리스마 태종,윤형돈,2025-10-31,태종#경영#절제#######,10 min read
영상,생각,"결국 이기는 힘, 매력",민은정,2025-10-31,#진정성# 퍼스널 브랜딩# 나다움# 생동감#브랜드 리더십,
영상,경영,"미래 경영환경의 키워드, 모순",유건재,2025-10-30,#전략적 사고#모순#전략#조직문화 구축#K-경영#조직균형,
아티클,인문,불평등한 사회에서 필요한 리더십,장이권,2025-10-30,흰동가리#광대물고기#쏠림이론#######,7 min read
아티클,관계,"소통, 이방원의 실패에서 배우다",손성길,2025-10-29,소통#반복#하여가#단심가#신뢰#리더십#팀원관계#심리적안전감#자기성찰#,9 min read
영상,조직,"캘리브레이션 미팅, 이렇게 하면 망합니다..🤦‍♀️🤦‍♀️🤦‍♀️",최익성,2025-10-29,#커뮤니케이션# 성과 관리#리더의 태도#회의운영 스킬#캘리브레이션 전략,
영상,경영,리더의 진짜 일은 따로 있다,김진영,2025-10-28,#리더 역할# 성과 관리#업무우선순위#전략적 위임#실무 매트릭스,
아티클,조직,직속 보고자(Direct Report)는 리더의 거울이다,김태은,2025-10-28,직속보고자#전략적구성#다양성#######,11 min read
아티클,관계,"신비의 탐험, 팀이라는 동물의 세계",TEO,2025-10-27,조직관리#문제적팀원#팀장고민#######,13 min read
영상,생각,[AI몬데이] 뻔하지만 안 쓰면 손해 보는 AI 정리 비밀 🤫,프롬프트 크리에이터,2025-10-27,#데이터분석#정보관리# 생산성 향상# AI 리터러시#AI 도구 활용,
아티클,조직,리더의 1% 행동이 만든 심리적 안전감,박진우,2025-10-24,심리적안전감#포용적리더십#발언행동#경청#후속조치#조직학습#실수공유#리더의행동#구성원참여#리더십문화,13 min read
영상,관계,두루 가까워야 한다,최익성,2025-10-24,#커뮤니케이션# 구성원 관리#관계 리더십#감정 지능#전략적 소통,
영상,관계,"이끌든지, 따르든지, 비키든지",김용섭,2025-10-23,#성과 창출#조직 관리# 의사결정능력# 팀빌딩#트렌드 리더십,
아티클,관계,팀장이 신뢰받지 못하는 진짜 이유,박진우,2025-10-23,신뢰구축#쌍방향리더십#질문유도#협력요청#문제제기#상향피드백#심리적자산#조직문화#리더활용#심리적안전감,14 min read
영상,관계,"의심의 양날: 의심하는 자가 살아남지만, 신뢰하는 자가 번영한다",박한선,2025-10-22,#리스크 관리# 실행력 강화# 전략적 리더십#의심의 기술#조직 심리,
아티클,관계,"피하지 말고 설계하자, 갈등",박진우,2025-10-22,갈등관리#관계갈등#과업갈등#절차적공정성#협력규범#신뢰회복#팀리더십#심리적면역체계#갈등백신#조직문화,11 min read
영상,관계,일적 관계를 넘어서지 말자 😥,최익성,2025-10-21,#갈등관리#전문성#커뮤니케이션#성과중심#일적관계,
아티클,관계,"신뢰, 성과보다 먼저다",박진우,2025-10-21,신뢰#취약성#공정성#심리적안전감#리더십#관계적신뢰#유능성#호의#일관성#신뢰회복,14 min read
아티클,성과,회의내용을 문서화하는 챗GPT 프롬프트,천그루숲,2025-10-20,챗GPT활용법#회의록자동화#생산성향상#######,8 min read
영상,생각,"[다시 쓰는 리력서] ""완벽한 리더? 그런 사람 없어요.🤔 근데 끝까지 버티는 사람은 있어요.""｜끝까지 버티는 민은정 리더",민은정,2025-10-20,#동기부여#감정 관리#자기인식#성장의 브랜딩#팀신뢰 구축,
영상,생각,"팀장들이여, 모든 일에 최선을 다하지 마라",미라클레터,2025-10-17,#전략적 사고#파레토법칙#시간 관리#업무 몰입# 우선순위 설정,
아티클,인문,말 잘하는 리더가 위험한 이유,임재성,2025-10-17,괴테#리더의말#침묵의힘#######,7 min read
아티클,조직,팀십은 어떻게 만들어지는가?,이정영,2025-10-16,선한 리더#미션 비전 핵심가치#팀 비전 캔버스#######,9 min read
영상,생각,성공보다 실패를 피하라! 역발상의 원칙,홍순철,2025-10-16,#역발상#의사결정# 리스크관리# 관계관리#실천적 리더십,
아티클,관계,"리더, Good Listener 되기",권민정,2025-10-15,경청#욕구와 인정#타이밍#######,8 min read
영상,조직,조직문화를 바꾸려면 사내 인플루언서를 키워라,김성남,2025-10-15,#마케팅 전략# 혁신 문화#조직문화 구축#사내 인플루언서#자율성 부여,
아티클,성과,"공정한 팀장, 억울한 팀원",컬쳐엔진,2025-10-14,공정성착시#실행중심리더십#체감된리더십#######,7 min read
영상,생각,"조직 성과, 사실 기술보다 ‘조합력’이에요｜플랫폼 경제의 게임체인저",박희준,2025-10-14,#비즈니스 모델#플랫폼 전략# 트렌드 분석# AI 활용#디지털 변혁,
아티클,성과,"[AI몬데이] 리더의 글쓰기, GPT로 명확하게 전달하기",천그루숲,2025-10-13,리더의글쓰기#명확성#챗GPT활용#######,14 min read
영상,생각,세계 최고 천재들이 오펜하이머에게 굴복한 충격적인 이유?,박종규,2025-10-13,#통섭#인문 경영#융합적 사고#통합적 리더십#창의적 문제 해결력,
아티클,관계,리더가 미스커뮤니케이션에 대처하는 지혜,안병민,2025-10-10,1962년 쿠바 미사일 위기#투명한소통#혁신리더십#######,10 min read
영상,성과,"협업툴 도입 실패, 이 3가지 함정 때문입니다",진대연,2025-10-10,#업무 생산성# 프로세스 혁신#협업툴#조직문화 구축#생산성 도구,
영상,관계,리더가 팀원의 강점을 짚으면 팀원은 강점을 팀을 위해 씁니다,이윤경,2025-10-02,#커뮤니케이션#퍼실리테이션#팀몰입도 향상#강점 진단#다양성 포용,
아티클,성과,"데이터 시각화, 차트 유형만으로 성과가 달라진다!",김세나,2025-10-02,데이터시각화#차트활용법#보고서작성#######,8 min read
아티클,성과,결과만 따지는 성과지표를 넘어서야 하는 이유,김진영,2025-10-01,과정관리#측정지표#정성평가#######,6 min read
영상,생각,"낀 세대 팀장들, 미세공격의 가해자인가, 피해자인가",남대희,2025-10-01,#감정 관리# 심리적 안전감# 자아성찰#미세공격#공감소통 능력,
영상,조직,티키타카 한 판 : 오피스 배틀 - 환승이직,휴넷리더십센터,2025-09-30,#인재관리#환승이직#커리어 쿠셔닝#조직몰입#스킬 인벤토리,
아티클,관계,"리더십에서 용서의 힘, 어떻게 발휘할까?",김지은,2025-09-30,갈등#미움#용서#######,10 min read
아티클,조직,[AI몬데이] 팀의 AI 역량 자산화 법칙 3가지,신동형,2025-09-29,AI도입리더십#AI자산화#ShadowAI#팀내AI격차#AI보안가이드#프롬프트라이브러리#조직전환기#AI활용문화#AI역량시스템화#리더의AI로드맵,10 min read
영상,성과,[AI몬데이] 리더에게 필요한 KPI 10분 수립법,프롬프트 크리에이터,2025-09-29,#의사결정#비즈니스 모델# 성과 지표 설정#AI 활용 전략#목표 정렬,
아티클,성과,성과 중심 코칭으로 팀의 동력을 되살리다,김재성,2025-09-26,코칭#피드백#성과관리#리더십#4C코칭#코칭문화#V2MOM#툴박스미팅#코칭질문#실행약속,9 min read
영상,성과,말보다 행동! 실행력으로 완성하는 성과관리,권병희,2025-09-26,#커뮤니케이션#성과 평가# 피드백 스킬# 성과 관리#조직몰입,
아티클,성과,실행에 몰입하는 팀의 조건: 리더의 리추얼,김재성,2025-09-25,리추얼#성과#팀워크#액션가능한피드백#WBR#CheckIn#CheckOut#조직문화#타이머#AirTime,15 min read
영상,조직,팀장에게 필요한 프레임워크와 프로세스의 힘,서현직,2025-09-25,#문제 해결력# 성과 관리# 시스템적 사고#프레임워크 활용#프로세스 설계,
아티클,성과,실행력을 높이는 팀장의 일과 시간 설계,김재성,2025-09-24,시간설계#우선순위#리더십#실행력#마이크로매니지#몰입도#집중시간#TimeBlock#조직운영#팀성과,15 min read
영상,조직,"등급과 숫자에 집착하면, 리더는 무엇을 놓치게 될까요?",최익성,2025-09-24,# 캘리브레이션# 성과 관리#조직문화 구축# 팀 성장#사람중심 리더십,
영상,조직,숫자를 넘어 사람을 보다 : 지속가능한 리더십의 시작,백서현,2025-09-23,#인사/조직#보상 시스템# 과학적 관리법 #위기 관리#사람 중심 리더십,
아티클,성과,전략을 행동으로: 리더십은 실행의 엔진이다,김재성,2025-09-23,실행력#명료함#루틴#투명함#전략실행#성과점검#Tree구조#실패공유#조직문화#성과가속화,12 min read
영상,조직,[다시 쓰는 리력서] “승진하자마자 과속페달 밟았습니다”｜남대희 리더가 말하는 그 이유,남대희,2025-09-22,#커뮤니케이션# 심리적 안전감# 공감 소통#미세공격#감정 리더십,
아티클,성과,"[AI몬데이] 반복되는 문서 작업, 챗GPT로 효율화하세요",천그루숲,2025-09-22,루틴업무#업무효율화#챗GPT#######,10 min read
아티클,조직,제갈공명에게 배운다: 인재양성의 정석,도흥국,2025-09-19,제갈공명#습련편#문화온보딩#######,9 min read
영상,관계,직원들이 네카라쿠배로 가려고 한다면,장은지,2025-09-19,#MZ세대#문제해결 접근법#조직몰입#조직문화 구축#핵심인재관리,
아티클,조직,"자세히 보아야 예쁘다, 팀원도 그렇다",강유경,2025-09-18,강점기반리더십#업무천재성#윤식당팀워크#1on1질문#강점지도#심리적안전감#몰입#성과배치#강점피드백#팀강점조합,13 min read
영상,생각,'내가 옳다'는 착각이 부른 실패들,홍순철,2025-09-18,#자기성찰# 비판적사고#의사결정력#확신검증#변화적응력,
영상,관계,구성원의 일잼 만드는 리더의 질문,김나이,2025-09-17,#감정 관리# 심리적 안전감# 정서적 소통#팀몰입도 향상#팀문화 설계,
아티클,생각,자존감을 회복하는 리더의 심리수업,천그루숲,2025-09-17,팀장성장통#임원보고#팀장고민#######,9 min read
아티클,성과,일 잘하는 팀의 이메일 활용법,김용무,2025-09-16,FakeWork#RealWork#이메일전략#######,11 min read
영상,관계,"분류해야 관리할 수 있다, 분류해야 육성할 수 있다",최익성,2025-09-16,# 맞춤형 리더십#팀관리 역량#인재육성 전략#구성원 이해#리더의 관찰력,
아티클,생각,성장을 준비하는 자리: 팀장이라는 경계인,TEO,2025-09-15,성장통#경계인#팀장고민#######,9 min read
영상,생각,"[AI몬데이] AI 시대, 인간에게 요구되는 능력은?",정재승,2025-09-15,#창의적 사고# 인공지능# 교육 패러다임#chat GPT혁명#AI시대 필요 역량,
영상,조직,상사의 숨은 의도를 파악하라,이민영,2025-09-12,# 커뮤니케이션 스킬#상사 소통 기술#구체화 질문법#실행력 향상#관계기반 소통,
아티클,조직,혹시 나도 협업 피로에 빠졌을까?,김진영,2025-09-12,협업피로#경계설정#회의효율화#######,11 min read
아티클,관계,정도를 걷지 않는 리더는 퇴출 1순위,김현기,2025-09-11,리더의 윤리성#앤디 그로브#로스 존슨#######,11 min read
영상,관계,말의 내용보다 전달하는 태도가 더 중요하다?,박진우,2025-09-11,#신뢰 형성# 커뮤니케이션 스킬#말의 공식#리더의 태도#조직문화 구축,
아티클,성과,리더가 보고서를 볼 줄 알아야 하는 이유,박혁종,2025-09-10,보고서검토#리더십#보고서효율#피드백######,9 min read
영상,조직,조직에 퍼진 미세공격,남대희,2025-09-10,#신뢰 형성# 심리적 안전감# 커뮤니케이션 스킬#조직문화 구축#공정한 리더십,
영상,조직,"몰입 터지는 원온원 4콤보, 치트키 대공개!",권병희,2025-09-09,# 성과 관리#전략적 커뮤니케이션#리더십의 본질#원온원 스킬#비전 얼라인,
아티클,생각,밥값의 철학을 묻다,손성길,2025-09-09,월급의 의미#진짜리더#전략#실행력#질문#####,9 min read
영상,조직,보고서가 엉망인 이유? 표부터 다시 알려주세요,김세나,2025-09-08,#커뮤니케이션#보고서 작성# 데이터시각화#정보 전달력#업무 효율화,
아티클,성과,[AI몬데이] 글쓰기의 첫 문장을 챗GPT에 맡겨보세요,천그루숲,2025-09-08,SPT프레임#챗GPT글쓰기#리더의글쓰기#######,9 min read
영상,조직,"당신의 피드백이 먹히지 않을 때, 이 도구를 써보세요!",박중근,2025-09-05,# 리더십 진단#자기인식#조직문화 구축#피드백 도구#객관화 스킬,
아티클,인문,동물 사회에서 배우는 리더와 팔로워십,장이권,2025-09-05,팔로워십#얼룩말리더십#조직협력#######,7 min read
영상,생각,"경계를 넘는 리더십, 은유에서 시작된다",홍순철,2025-09-04,#전략적 사고# 문제해결능력#은유적 사고#창의력 강화#인문 리더십,
아티클,생각,성공한 리더들은 어떤 책을 읽을까,천그루숲,2025-09-04,독서#전략적사고#필독서,6 min read
영상,성과,회사를 위한 협업 도구에는 어떤 것들이 있을까,진대연,2025-09-03,#커뮤니케이션# 업무효율화#도구활용전략#협업리더십#팀운영스킬,
아티클,성과,숫자는 리더를 ‘공정’하게 잡아 준다,이승환,2025-09-03,공정성#재무제표#신뢰#######,9 min read
영상,생각,"퍼포머인가, 크리에이터인가?",민은정,2025-09-02,# 커뮤니케이션 스킬#조직문화 구축#크리에이터 리더십#팀 정체성#브랜드 관점,
아티클,조직,슈퍼 리더십은 무엇인가?,심윤섭,2025-09-02,셀프 리더십#슈퍼 리더십#영웅적 리더십,7 min read
아티클,성과,[AI몬데이] 데이터 분석 전 리더가 준비해야 할 것,김세나,2025-09-01,데이터커뮤니케이션#AI분석#Gemini#NotebookLM#이탈율#시장리서치#의사결정#리더의질문#AI도구활용#팀소통,7 min read
영상,성과,[AI몬데이] 생성형 AI를 우리 조직에 맞추는 법,프롬프트 크리에이터,2025-09-01,#디지털 리터러시#생성형 AI#ChatGPT# AI 활용법#확률 기반 예측#AI 어시스턴트,
아티클,생각,무거운 텍스트와 가볍게 친해지기,김선미,2025-08-29,세계문학일력#느린독서#손글씨#팝콘브레인#고이어령#마지막수업#편지쓰기#텍스트와친해지기#대뇌피질호문쿨루스#문장음미,6 min read
영상,인문,리더를 위한 예술적 쉼표 - 파리의 미술관 여행하기,강정모,2025-08-29,#모나리자# 루브르 미술관#파리 예술기행#베네치아 화가#파리 미술관,
아티클,생각,"사피엔스의 힘, 다른 세대와 관계 맺기",김선미,2025-08-28,세대교류#1935년생친구#세대버블#엑스엑스콜렉티브#이야기카페#고토엔#세대연대#인문실험#대가족문화#리더십,8 min read
영상,인문,리더를 위한 예술적 쉼표 - 파리 예술기행,강정모,2025-08-28,# 벨 에포크# 에펠탑#문화리터러시#예술과 건축#파리 예술기행,
영상,인문,리더를 위한 예술적 쉼표 - 프로방스 예술기행,강정모,2025-08-27,#피카소#회복# 빈센트 반 고흐#프로방스 예술기행#예술적 전환기,
아티클,생각,"Turn Off, 외부 세계와 단절하기",김선미,2025-08-27,침묵#제4의공간#내면성찰#외부세계단절#혼자만의시간#카페침묵#사색#자아회복#도심속은신처#말하지않는시간,6 min read
영상,인문,리더를 위한 예술적 쉼표 - 런던 예술기행,강정모,2025-08-26,#창의적사고#현대적재해석#문화다양성#런던 예술기행#런던 올림픽,
아티클,생각,일상의 사물에서 시작하는 삶의 주도성,김선미,2025-08-26,호기심의캐비닛#사물의태도#지속가능성#소비철학#주도성#물건과기억#맥시멀리스트#평생사용#충동구매#삶의태도,8 min read
아티클,성과,팀 성과를 증명하는 효과적인 방법,이승환,2025-08-25,인사고과#KPI#재무적 성과 연동,13 min read
영상,성과,[AI몬데이] ChatGPT ADA 사용법,홍민기,2025-08-25,# 인공지능# 데이터리터러시#chat GPT혁명# ChatGPT ADA#AI활용분석스킬,
영상,조직,"다양성과 포용력을 지닌 조직문화, 인크루서파이",박신윤,2025-08-22,#혁신전략# 인크루서파이#다양성#조직문화 구축#포용적리더십,
아티클,인문,선조는 왜 실패한 리더가 되었나,윤형돈,2025-08-22,선조#이순신#광해군,9 min read
영상,조직,태도 피드백이 팀과 팀원을 구원합니다,이윤경,2025-08-21,#커뮤니케이션 전략# 피드백 스킬#리더의 태도#성장 코칭#감정 지능 리더십,
아티클,생각,"위기의 리더십, 성장의 순간으로 바뀌다",김태은,2025-08-21,경험의 질#리더십 성장의 조건#성찰과 자기 인식,7 min read
영상,조직,넷플릭스가 쏘아올린 컬처덱,박창선,2025-08-20,# 넷플릭스#Culture Deck#기업문화#조직문화 구축#조직아이덴티티,
아티클,생각,‘자신의 성공만 집착하는 리더’에게 ‘슈퍼 리더십’을 처방한다,주경진,2025-08-20,성공집착증#슈퍼리더십#셀프리더십,11 min read
영상,관계,팀장의 기분이 태도가 되고 태도가 브랜드가 됩니다,이윤경,2025-08-19,#커뮤니케이션# 퍼스널 브랜딩# 감정관리#리더의 역할#조직문화 구축,
아티클,성과,"성과관리, 나는 그 개념을 제대로 알고 있을까?",박기찬,2025-08-19,성과 관리#관리자로서의 팀장#리더로서의 팀장,9 min read
아티클,성과,리더의 생각을 조직에 효과적으로 알리려면,천그루숲,2025-08-18,비즈니스라이팅#명확한소통#팀장역할,11 min read
영상,성과,[AI몬데이] 리더가 꼭 알아야 하는 생성형 AI의 세계,프롬프트 크리에이터,2025-08-18,#전략적 사고# AI 역량#디지털 리터러시#AI Strategy#생성형 AI활용,
영상,조직,오징어 게임으로 본 조직의 단면,백서현,2025-08-14,#갈등관리#협업 리더십#오징어 게임#사람공부#조직문화 구축,
아티클,조직,조직도 망치고 리더도 망치는 갈라파고스 증후군에서 벗어나려면,김희봉,2025-08-14,갈라파고스 증후군#심리적 특권의식#소통부재,8 min read
영상,조직,요즘 리더십을 위한 사무환경 전략,퍼시스 사무환경연구팀,2025-08-13,#애자일조직#조직문화혁신#조직문화 구축#협업중심환경#업무효율공간,
아티클,성과,데이터를 시각화하여 차트 가독성을 높여라,김세나,2025-08-13,차트디자인#게슈탈트원리#데이터시각화#######,7 min read
영상,관계,일 잘 시키는 사람들의 비밀,김진영,2025-08-12,#성과관리#커뮤니케이션#리더십의 본질#조직문화 구축#피드백스킬,
아티클,생각,예민한 리더를 위한 감정 사용 설명서,천그루숲,2025-08-12,감정관리#자기공감#감정수용,8 min read
영상,생각,결과만큼 중요한 과정,정문정,2025-08-11,#자기성찰# 피드백 스킬#인문경영#과정 중심 리더십#언어 상대성 가설#마이크로 매니징,
아티클,조직,[AI몬데이] AI는 리더십을 ‘증강’시킵니다,김현기,2025-08-11,증강#증폭된 공감#EILP#######,9 min read
영상,관계,"소리 없는 소통, 말하지 않고 전하다",이소은,2025-08-08,#전략적 커뮤니케이션#퍼블릭 스피킹#리더의 태도#리더십의 본질#비언어적 커뮤니케이션,
아티클,조직,리더는 사회적 상호작용을 통해 탄생한다,장이권,2025-08-08,큰가시고기#혼인색 실험#사회적상호작용,8 min read
아티클,생각,잘 쉬는 법을 잊은 그대에게,김지은,2025-08-07,주마가편(走馬加鞭)#워커홀릭#감정 전염#######,10 min read
영상,관계,"조직의 에너지가 술술 새는 이유, 미세공격",남대희,2025-08-07,#조직문화# 심리적 안전감# 커뮤니케이션 스킬#리더의 태도#미세공격,
영상,성과,고성과기업의 성과관리 Trend,최현진,2025-08-06,#성과관리#조직성과#리더의 태도#육성형 평가#피드백문화,
아티클,성과,"리더의 스피치, 생각정리가 핵심이다",천그루숲,2025-08-06,생각정리#명확한 메시지#PREP 구조#######,7 min read
아티클,관계,"“그 팀장, 일 잘하지!” 임원이 팀장을 보는 기준",TEO,2025-08-05,팀장성장통#임원보고#팀장고민#######,9 min read
영상,관계,일은 위임하고 리더십은 챙기세요!,김진영,2025-08-05,#커뮤니케이션# 성장마인드셋#조직몰입#위임의 기술#조직내역할분담,
아티클,생각,괜찮지 않아도 괜찮습니다 : 리더의 마음을 돌보는 법,천그루숲,2025-08-04,자기돌봄#숨비소리#번아웃관리#######,6 min read
영상,성과,[AI몬데이] ChatGPT ADA 기능 소개,홍민기,2025-08-04,# 인공지능# 데이터리터러시#AI Strategy# ChatGPT ADA#AI활용역량,
아티클,관계,팀장의 외로움과 성장하는 팀 만들기,나주현,2025-08-01,MZ세대#일의 목적#Job Crafting#######,7 min read
영상,관계,신뢰를 방해하는 답.정.너,박중근,2025-08-01,#회의문화#자기성찰#심리적안전감#답정너#신뢰형 리더십,
영상,관계,"리더의 잠시 멈춤, 침묵은 힘입니다",서정현,2025-07-31,# 심리적 안전감# 비언어적 표현#리더의 태도#침묵의 리더십#침묵 스킬,
아티클,관계,신뢰의 두 얼굴: 믿음이 때로는 독이 된다,박진우,2025-07-31,신뢰#가면증후군#안락의자,9 min read
영상,조직,경쟁만 남은 조직엔 미래가 없다,백서현,2025-07-30,#팀워크# 심리적 안전감#리더십과 커뮤니케이션#조직몰입#신뢰의리더십,
아티클,생각,후임이 잘할수록 불안한 이유,김상희,2025-07-30,후임육성#리더의 불안#리포지셔닝#######,6 min read
영상,관계,누구나 좋은 관계를 원한다,권병희,2025-07-29,#리더십# 욕구계층이론#조직문화 구축#존중욕구#소속욕구,
아티클,조직,합의된 ‘일하는 방식’으로 곱셈의 성과를 만들어라,강유경,2025-07-29,팀일하는방식#팀그라운드룰#끼리끼리 사이언스'#######,16 min read
아티클,경영,[AI몬데이] AI를 활용한 회계분석 가이드(팀장용),이승환,2025-07-28,AI 회계분석#재무 리스크#예측분석#######,15 min read
영상,조직,"'읽는' 보고서 vs '보이는' 보고서, 차이는 그래프!",김세나,2025-07-28,#커뮤니케이션# 데이터시각화# 게슈탈트 원리#근접의 법칙#시각화 가이드,
영상,성과,장기투자 의사결정,유흥관(위즈덤씨드),2025-07-25,#회계#재무관리#경제적 의사결정#장기투자#원가 정보 활용,
아티클,인문,카리부의 대이동에서 배우는 조직 운영의 원칙,장이권,2025-07-25,카리부#군중심리#자율성,6 min read
아티클,생각,"리더 그만두고 싶던 날, 코칭이 왔다",권민정,2025-07-24,코칭 리더십#자기 성찰#공감과 인정#######,7 min read
영상,조직,"직관이 통하지 않는 순간, 리더는 어떤 선택을 해야하는가?",임창현,2025-07-24,#의사결정# 불확실성#커네핀 프레임워크#문제상황센싱역량#리더의 직관,
아티클,생각,"리더의 승부수: 실력 vs. 정치, 무엇이 먼저인가?",김태은,2025-07-23,실력#사내정치#조직역동,7 min read
영상,생각,왜 비전이 필요한가,김현정,2025-07-23,#목표설정#비전제시#심리적 안전감#목적중심 조직#주적 명시,
아티클,생각,"리더의 일상이 곧 글이다. 단, 기록한다면",최익성,2025-07-22,리더의글쓰기#글감#메모하는 습관,10 min read
영상,경영,인재 밀도 관리는 '인재 영입'에서 시작한다.,안세현,2025-07-22,#인사#인재영입#리더십의 본질#인재밀도 높이기#인재소싱역량,
아티클,경영,"[AI몬데이] AI 시대, 새로운 팀장 리더십",김진영,2025-07-21,AI시대리더십#중간관리자역할#앙상블리더십#######,8 min read
영상,조직,이것을 버리면 기업이 산다,장은지,2025-07-21,#애자일# 성장마인드셋#리더의 태도#리셋하고 리드하라#관리본능,
영상,조직,차트 종류만 잘 잡아줘도 중간 이상은 한다,김세나,2025-07-18,#데이터활용#커뮤니케이션# 데이터시각화# 효율화#차트유형활용법,
